config,scene,renderer_name,runner_status,runner_run_index,runner_repeat,total_time_avg_ms,total_time_median_ms,total_time_p90_ms,total_time_p99_ms,param_alu_calc_count,param_camera_far_z,param_camera_filepath,param_camera_fov,param_camera_keyframe_interval,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_mode,param_camera_near_z,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_capture_fps,param_capture_frames,param_capture_stride,param_gbuffer_cnt,param_geometry_count,param_geometry_div,param_key_frame,param_material_assign_diversity,param_material_assign_locality,param_material_assign_max_open,param_material_assign_strategy,param_material_count,param_measure_frames,param_object_count,param_overdraw_count,param_profile_window_frames,param_radius,param_renderer_variant,param_scene_importer,param_scene_path,param_scene_variant,param_seed,param_texture_count,param_texture_sampling_count,param_texture_size,param_to_load_texture,param_to_remain_only_in_camera,param_to_set_start_frame,param_to_use_scene,param_use_vfc,param_variable,param_vsync,param_warmup_frames,param_window_height,param_window_width,param_xy_minmax,param_z_max,param_z_min,pass_name_0,pass_0_time_avg_ms,pass_name_1,pass_1_time_avg_ms,pass_name_2,pass_2_time_avg_ms,pass_name_3,pass_3_time_avg_ms,pass_name_4,pass_4_time_avg_ms,pass_name_5,pass_5_time_avg_ms,pass_name_6,pass_6_time_avg_ms,pass_name_7,pass_7_time_avg_ms,pass_name_8,pass_8_time_avg_ms,pass_name_9,pass_9_time_avg_ms,pass_name_10,pass_10_time_avg_ms,pass_name_11,pass_11_time_avg_ms,pass_name_12,pass_12_time_avg_ms,pass_name_13,pass_13_time_avg_ms,pass_name_14,pass_14_time_avg_ms,pass_name_15,pass_15_time_avg_ms,pass_name_16,pass_16_time_avg_ms,pass_name_17,pass_17_time_avg_ms,pass_name_18,pass_18_time_avg_ms,pass_name_19,pass_19_time_avg_ms,pass_name_20,pass_20_time_avg_ms,pass_name_21,pass_21_time_avg_ms,pass_name_22,pass_22_time_avg_ms,pass_name_23,pass_23_time_avg_ms,pass_name_24,pass_24_time_avg_ms,pass_name_25,pass_25_time_avg_ms,pass_name_26,pass_26_time_avg_ms,pass_name_27,pass_27_time_avg_ms,pass_name_28,pass_28_time_avg_ms,pass_name_29,pass_29_time_avg_ms,pass_name_30,pass_30_time_avg_ms,pass_name_31,pass_31_time_avg_ms
00_smoke_synthetic_material_grid.json,Synthetic,DonutVisGBuffer,success,0,0,0.17132,0.17155,0.17258,0.17462,100,1000,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,0,0.1,0.0,0.0,-3,60,0,1,1,1,64,0,1.0,1.0,1,0,1,180,1,0,60,0.5,9,auto,unused,1,0,1,1,256,0,0,0,0,0,0,0,60,720,1280,1.0,1.0,-1.0,total,0.17132,visibility,0.01485,visutil_histogram,0.01104,visutil_prefix,0.00204,visutil_flatten,0.01475,gbuffer,0.04489,lighting,0.03927,tonemap,0.01190,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
00_smoke_synthetic_material_grid.json,Synthetic,DonutVisGBuffer,success,1,0,0.17728,0.17670,0.17882,0.18422,100,1000,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,0,0.1,0.0,0.0,-3,60,0,1,1,1,64,0,1.0,1.0,8,0,1,180,1,0,60,0.5,9,auto,unused,1,0,1,1,256,0,0,0,0,0,1,0,60,720,1280,1.0,1.0,-1.0,total,0.17728,visibility,0.01483,visutil_histogram,0.01139,visutil_prefix,0.00207,visutil_flatten,0.01506,gbuffer,0.05036,lighting,0.03931,tonemap,0.01191,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
00_smoke_synthetic_material_grid.json,Synthetic,DonutVisGBuffer,success,2,0,0.18151,0.18077,0.18288,0.18694,100,1000,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,0,0.1,0.0,0.0,-3,60,0,1,1,1,64,0,1.0,0.0,8,0,1,180,1,0,60,0.5,9,auto,unused,1,0,1,1,256,0,0,0,0,0,2,0,60,720,1280,1.0,1.0,-1.0,total,0.18151,visibility,0.01831,visutil_histogram,0.01207,visutil_prefix,0.00209,visutil_flatten,0.01622,gbuffer,0.05025,lighting,0.03942,tonemap,0.01190,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
00_smoke_synthetic_material_grid.json,Synthetic,DonutVisGBuffer,success,3,0,0.21334,0.21334,0.21549,0.21962,100,1000,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,0,0.1,0.0,0.0,-3,60,0,1,1,1,64,0,1.0,1.0,64,0,1,180,1,0,60,0.5,9,auto,unused,1,0,1,1,256,0,0,0,0,0,3,0,60,720,1280,1.0,1.0,-1.0,total,0.21334,visibility,0.01463,visutil_histogram,0.01232,visutil_prefix,0.00192,visutil_flatten,0.01612,gbuffer,0.08656,lighting,0.03925,tonemap,0.01186,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
00_smoke_synthetic_material_grid.json,Synthetic,DonutVisGBuffer,success,4,0,0.22142,0.22157,0.22381,0.22893,100,1000,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,0,0.1,0.0,0.0,-3,60,0,1,1,1,64,0,1.0,0.0,64,0,1,180,1,0,60,0.5,9,auto,unused,1,0,1,1,256,0,0,0,0,0,4,0,60,720,1280,1.0,1.0,-1.0,total,0.22142,visibility,0.01882,visutil_histogram,0.01253,visutil_prefix,0.00196,visutil_flatten,0.01694,gbuffer,0.08771,lighting,0.03927,tonemap,0.01192,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
00_smoke_synthetic_material_grid.json,Synthetic,DonutVisGBuffer,success,5,0,0.49312,0.38330,0.99350,1.24528,100,1000,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,0,0.1,0.0,0.0,-3,60,0,1,1,1,64,0,1.0,0.0,255,0,1,180,1,0,60,0.5,9,auto,unused,1,0,1,1,256,0,0,0,0,0,5,0,60,720,1280,1.0,1.0,-1.0,total,0.49312,visibility,0.02801,visutil_histogram,0.01456,visutil_prefix,0.00243,visutil_flatten,0.01831,gbuffer,0.34090,lighting,0.04195,tonemap,0.01262,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
01_smoke_real_pbr_feature.json,Sponza,DonutVisGBuffer,success,0,0,1.43706,1.28691,2.32176,2.53549,100,1000.0,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,2,0.1,0.0,0.0,-10.0,60,0,1,1,1,1,0,1.0,1.0,255,1,1,300,1,0,60,0.5,9,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,0,0,1,1,256,1,0,0,1,1,0,0,60,720,1280,1.0,1.0,-1.0,total,1.43706,visibility,0.13474,visutil_histogram,0.01511,visutil_prefix,0.00217,visutil_flatten,0.01946,gbuffer,1.17380,lighting,0.04782,tonemap,0.01226,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
01_smoke_real_pbr_feature.json,Bistro,DonutVisGBuffer,success,1,0,0.43757,0.45562,0.50093,0.60550,100,1000.0,../../../../../scripts/standard_camera_bistro.csv,0.785,10,0.0,0.0,0.0,2,0.1,0.0,0.0,-10.0,60,0,1,1,1,1,0,1.0,1.0,255,1,1,300,1,0,60,0.5,9,assimp,../../../../../assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,0,0,1,1,256,1,0,0,1,1,1,0,60,720,1280,1.0,1.0,-1.0,total,0.43757,visibility,0.20855,visutil_histogram,0.01564,visutil_prefix,0.00217,visutil_flatten,0.01932,gbuffer,0.10221,lighting,0.04435,tonemap,0.01275,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
01_smoke_real_pbr_feature.json,SponzaIvy,DonutVisGBuffer,success,2,0,1.47238,1.53069,2.05587,2.22800,100,1000.0,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,2,0.1,0.0,0.0,-10.0,60,0,1,1,1,1,0,1.0,1.0,255,1,1,300,1,0,60,0.5,9,assimp,../../../../../assets/scenes/unpacked/main_sponza_ivy/NewSponza_Main_Ivy_glTF.gltf,0,0,1,1,256,1,0,0,1,1,2,0,60,720,1280,1.0,1.0,-1.0,total,1.47238,visibility,0.33646,visutil_histogram,0.01585,visutil_prefix,0.00218,visutil_flatten,0.01935,gbuffer,1.00944,lighting,0.04540,tonemap,0.01216,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
10_synth_locality_fixed64.json,Synthetic,DonutVisGBuffer,success,0,0,0.37686,0.37654,0.38035,0.38294,100,1000,../../../../../scripts/standard_camera.csv,0.785,10,0.0,0.0,0.0,0,0.1,0.0,0.0,-3,60,0,1,1,1,64,0,1.0,0.0,64,0,1,600,1,0,60,0.5,9,auto,unused,1,0,1,1,256,0,0,0,0,0,0,0,120,1080,1920,1.0,1.0,-1.0,total,0.37686,visibility,0.03188,visutil_histogram,0.02613,visutil_prefix,0.00204,visutil_flatten,0.03537,gbuffer,0.13237,lighting,0.08717,tonemap,0.02940,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000
